age,income,loan_amount,credit_score,employment_years,previous_defaults,num_open_accounts,credit_history_years,monthly_debt,debt_to_income_ratio,loan_purpose,home_ownership,education,marital_status,risk
23,87626,16094,745,6,1,12,13,3153.94,0.432,other,own,bachelor,married,0
40,39564,21389,788,32,0,11,17,2058.96,0.624,other,own,bachelor,single,1
44,44760,1270,772,2,0,6,13,3187.4,0.855,debt_consolidation,mortgage,high_school,single,1
74,34667,17960,698,27,0,10,15,199.36,0.069,medical,own,master,widowed,1
53,77529,30590,532,0,0,12,14,2753.58,0.426,home_improvement,own,master,single,0
44,21851,4673,524,36,1,4,21,1018.97,0.56,debt_consolidation,rent,bachelor,married,1
72,75446,4345,611,21,0,5,19,1155.03,0.184,car,other,master,single,0
31,86112,23543,646,18,1,8,6,456.08,0.064,home_improvement,mortgage,high_school,single,0
69,73429,3371,643,13,1,12,7,850.33,0.139,debt_consolidation,rent,high_school,married,0
28,77815,12200,663,2,1,1,29,3968.83,0.612,other,rent,bachelor,single,0
56,78988,32708,552,18,0,1,5,1720.02,0.261,debt_consolidation,mortgage,master,single,0
58,36264,4515,762,32,0,10,28,3718.29,1.23,other,rent,high_school,married,1
60,95868,33533,755,20,0,4,12,735.31,0.092,debt_consolidation,own,bachelor,married,0
40,48498,10970,558,0,0,13,16,895.83,0.222,debt_consolidation,rent,high_school,single,1
55,58340,1545,519,25,1,14,7,2275.47,0.468,debt_consolidation,own,other,single,0
68,51684,22244,643,9,0,10,10,1463.18,0.34,education,rent,master,single,0
45,72288,16292,738,34,1,3,16,2611.27,0.433,debt_consolidation,rent,bachelor,single,0
55,46549,15158,647,12,0,5,8,1745.98,0.45,other,own,other,single,1
45,61672,5775,668,5,1,11,1,3265.23,0.635,education,rent,high_school,divorced,0
49,29116,16205,619,5,0,10,26,1783.08,0.735,small_business,own,bachelor,single,1
38,89116,500,660,34,0,8,9,2332.16,0.314,debt_consolidation,rent,high_school,married,0
66,76768,17625,716,15,0,1,21,1352.19,0.211,home_improvement,own,high_school,single,0
38,52693,30566,678,7,0,5,23,2845.76,0.648,other,rent,high_school,single,0
22,48271,500,690,2,0,14,20,2653.46,0.66,debt_consolidation,rent,high_school,single,1
74,76115,10118,533,4,0,5,13,1648.3,0.26,debt_consolidation,own,phd,married,0
55,42317,4504,799,20,1,2,1,1176.53,0.334,home_improvement,rent,bachelor,single,1
36,63134,500,534,30,1,13,4,2495.01,0.474,other,own,high_school,married,0
61,89034,500,660,13,1,5,16,3778.29,0.509,home_improvement,own,bachelor,divorced,0
56,39718,829,639,36,1,8,23,617.31,0.187,debt_consolidation,rent,bachelor,single,1
53,69215,12091,642,18,0,10,7,3216.55,0.558,car,rent,other,married,0
24,67893,28789,710,36,0,7,29,2217.67,0.392,other,rent,bachelor,single,0
53,57566,500,600,19,0,12,17,2149.68,0.448,debt_consolidation,rent,master,single,0
34,47405,18532,619,1,0,2,21,3850.57,0.975,debt_consolidation,rent,bachelor,single,1
41,90369,17635,569,6,0,13,26,2462.91,0.327,debt_consolidation,mortgage,high_school,married,0
68,45060,35063,728,32,0,14,23,3339.02,0.889,debt_consolidation,other,bachelor,single,1
40,14699,21852,668,5,0,6,25,2106.46,1.72,debt_consolidation,rent,bachelor,married,1
28,76013,22543,694,6,0,10,28,1074.43,0.17,debt_consolidation,rent,bachelor,single,0
27,29967,23391,706,17,0,13,7,2808.51,1.125,home_improvement,mortgage,bachelor,married,1
23,77297,3909,789,28,0,11,11,3700.39,0.574,debt_consolidation,rent,bachelor,married,0
37,93372,8126,777,18,0,11,13,3380.8,0.434,debt_consolidation,mortgage,phd,single,0
53,75743,28402,672,24,0,1,29,873.62,0.138,other,rent,other,married,0
68,86785,500,661,3,1,10,22,1335.87,0.185,debt_consolidation,own,bachelor,single,0
32,110501,6812,612,12,1,10,2,2115.83,0.23,debt_consolidation,mortgage,bachelor,single,0
71,84169,500,702,31,1,3,28,2329.25,0.332,debt_consolidation,rent,bachelor,married,0
42,68264,17810,699,26,0,11,29,855.88,0.15,home_improvement,mortgage,bachelor,single,0
42,100848,9940,598,33,0,11,27,997.05,0.119,education,own,other,married,0
66,103869,22511,700,27,1,6,13,3059.44,0.353,small_business,own,high_school,single,0
50,104219,13692,720,8,0,14,26,2948.24,0.339,home_improvement,rent,bachelor,single,0
58,47696,500,571,7,0,9,3,3372.91,0.849,medical,rent,high_school,single,1
58,26149,500,663,20,0,1,0,3738.43,1.716,small_business,mortgage,bachelor,married,1
65,46170,14927,645,29,0,12,8,1302.22,0.338,debt_consolidation,rent,high_school,single,1
71,77591,5746,649,28,0,6,13,3452.42,0.534,debt_consolidation,rent,master,single,0
74,63978,8608,583,8,0,2,25,2697.45,0.506,car,mortgage,bachelor,married,0
28,54837,26260,522,12,2,9,9,3835.3,0.839,other,rent,master,single,0
47,74012,24108,597,17,0,13,17,1161.09,0.188,debt_consolidation,rent,other,married,0
47,23229,36572,587,37,0,2,9,1151.72,0.595,debt_consolidation,rent,master,married,1
54,63529,11203,674,21,0,12,6,2846.74,0.538,medical,rent,bachelor,married,0
41,87961,7306,675,30,0,3,7,3720.8,0.508,debt_consolidation,rent,high_school,married,0
50,73732,20018,671,34,0,12,13,3315.77,0.54,car,mortgage,phd,single,0
53,77295,8270,552,9,2,2,3,2935.45,0.456,debt_consolidation,own,master,single,0
48,99934,8663,571,8,0,11,26,1610.51,0.193,debt_consolidation,mortgage,high_school,single,0
67,58346,12574,606,30,1,4,10,2899.29,0.596,home_improvement,rent,bachelor,single,0
53,43672,34832,651,39,0,4,9,3224.27,0.886,car,own,high_school,single,1
25,89737,23447,626,23,0,10,16,3037.81,0.406,debt_consolidation,rent,bachelor,married,0
68,89278,24705,671,7,0,1,4,2739.56,0.368,small_business,rent,high_school,married,0
39,73957,34294,718,19,0,8,9,283.81,0.046,debt_consolidation,rent,bachelor,single,0
24,55990,25830,580,16,0,5,9,2672.89,0.573,home_improvement,rent,bachelor,single,0
55,60034,1423,582,27,1,12,21,1965.35,0.393,debt_consolidation,mortgage,high_school,single,0
69,28080,25648,659,5,0,8,6,3850.12,1.645,small_business,own,phd,single,1
37,87823,27171,644,32,0,13,16,2468.04,0.337,small_business,mortgage,master,married,0
64,86941,22822,702,27,1,6,28,2472.09,0.341,debt_consolidation,mortgage,bachelor,married,0
48,27207,12654,650,0,0,14,19,3976.82,1.754,debt_consolidation,rent,master,single,1
50,81690,21555,771,34,1,2,11,464.99,0.068,other,mortgage,master,married,0
49,70102,14757,538,23,0,7,4,1177.63,0.202,debt_consolidation,own,bachelor,single,0
66,34450,3262,708,5,0,10,4,2658.71,0.926,home_improvement,rent,high_school,married,1
73,29849,6244,663,6,0,9,22,1329.42,0.534,debt_consolidation,rent,bachelor,single,1
26,69337,23444,551,8,0,7,3,1449.99,0.251,other,rent,master,single,0
55,50057,4130,505,36,1,11,25,3581.32,0.859,other,mortgage,bachelor,married,0
61,105498,5261,571,15,0,5,6,2359.48,0.268,debt_consolidation,mortgage,bachelor,widowed,0
57,83814,24040,734,33,0,4,23,501.18,0.072,home_improvement,rent,phd,married,0
44,71842,16605,726,34,0,11,1,1312.36,0.219,medical,mortgage,high_school,single,0
49,73076,21926,640,34,0,14,29,396.63,0.065,debt_consolidation,mortgage,high_school,single,0
69,93271,500,624,19,1,8,0,2268.91,0.292,debt_consolidation,mortgage,master,single,0
66,81162,21593,590,22,1,6,28,775.75,0.115,debt_consolidation,own,high_school,married,0
73,72494,7079,636,34,0,13,25,3442.75,0.57,debt_consolidation,own,high_school,single,0
51,35493,2797,616,22,0,5,9,2351.52,0.795,small_business,rent,master,married,1
55,136548,8935,769,3,1,7,0,331.57,0.029,home_improvement,mortgage,bachelor,married,0
53,32420,31344,563,9,0,11,12,1273.42,0.471,home_improvement,mortgage,bachelor,married,1
72,52186,10626,677,10,0,3,16,2503.72,0.576,debt_consolidation,rent,bachelor,married,0
41,18631,41416,772,39,0,9,8,1408.44,0.907,small_business,own,high_school,married,1
52,73469,500,704,8,0,4,3,2101.39,0.343,small_business,rent,bachelor,single,0
43,63777,500,571,39,0,12,8,3646.51,0.686,home_improvement,mortgage,bachelor,married,0
53,79131,30890,542,11,0,4,6,1465.14,0.222,other,rent,high_school,married,0
23,16523,33907,669,16,1,8,22,1409.9,1.024,debt_consolidation,mortgage,master,married,1
38,87822,4638,660,31,0,6,28,3297.05,0.451,small_business,rent,high_school,single,0
45,39814,15826,736,22,1,14,1,1343.15,0.405,home_improvement,rent,high_school,married,1
62,56274,23546,688,14,0,11,17,404.04,0.086,debt_consolidation,rent,high_school,widowed,0
51,83289,12247,616,27,1,1,27,805.69,0.116,debt_consolidation,rent,bachelor,married,0
74,66531,16798,611,37,0,2,20,3800.32,0.685,debt_consolidation,other,master,single,0
23,68298,15131,558,4,0,9,14,3739.84,0.657,medical,rent,bachelor,married,0
60,79979,500,659,39,0,6,9,976.77,0.147,small_business,rent,high_school,single,0
66,70719,10864,551,17,0,7,16,2258.66,0.383,car,mortgage,high_school,single,0
44,51472,15148,713,20,0,11,6,635.74,0.148,debt_consolidation,rent,bachelor,single,0
70,55838,16237,691,14,0,9,10,2731.24,0.587,other,rent,high_school,single,0
52,65296,500,689,2,0,3,6,822.69,0.151,debt_consolidation,rent,high_school,single,0
67,37611,24044,557,25,0,5,10,294.18,0.094,car,mortgage,bachelor,married,1
42,84900,16553,639,14,0,5,23,3317.1,0.469,small_business,own,master,married,0
43,67216,2335,622,19,0,10,22,1369.06,0.244,debt_consolidation,own,master,divorced,0
22,61869,36588,657,20,0,14,23,523.24,0.101,car,other,master,married,0
47,89812,10840,686,25,0,7,14,3352.23,0.448,debt_consolidation,mortgage,bachelor,married,0
62,56997,11620,614,22,0,13,18,3073.35,0.647,debt_consolidation,own,bachelor,single,0
22,55439,22700,616,24,0,2,18,2766.66,0.599,education,rent,bachelor,single,0
46,47884,37608,697,3,0,4,23,3653.87,0.916,debt_consolidation,rent,high_school,married,1
37,68576,23172,570,9,0,11,24,2007.98,0.351,debt_consolidation,rent,bachelor,married,0
60,67711,24913,597,21,0,4,9,599.42,0.106,debt_consolidation,rent,high_school,married,0
53,43342,2980,650,2,1,12,15,339.25,0.094,debt_consolidation,own,high_school,single,1
29,55557,16043,712,18,0,8,19,1341.92,0.29,debt_consolidation,rent,high_school,single,0
63,43509,8612,582,30,0,10,7,438.64,0.121,small_business,mortgage,other,single,1
74,42378,23449,775,8,1,3,0,2188.49,0.62,debt_consolidation,rent,master,single,1
68,16752,24563,555,28,0,2,1,156.55,0.112,medical,rent,bachelor,married,1
59,54227,34598,758,36,0,9,28,1830.68,0.405,car,rent,high_school,married,0
49,17444,500,733,6,0,12,9,796.0,0.548,debt_consolidation,rent,high_school,married,1
62,48429,7433,549,37,2,11,9,1536.25,0.381,medical,own,bachelor,single,1
46,44682,30602,535,23,0,4,9,2732.63,0.734,debt_consolidation,mortgage,bachelor,married,1
55,86297,500,700,7,1,9,8,1468.76,0.204,debt_consolidation,mortgage,master,divorced,0
70,34626,24667,623,33,0,6,17,1431.23,0.496,debt_consolidation,rent,high_school,single,1
45,40970,28608,579,25,0,1,1,3963.93,1.161,debt_consolidation,rent,bachelor,single,1
44,50461,14659,776,27,0,14,23,2903.38,0.69,other,rent,other,single,0
33,45496,500,566,27,1,11,4,2104.06,0.555,debt_consolidation,mortgage,high_school,single,1
27,94231,13541,599,6,0,3,20,2359.57,0.3,medical,rent,bachelor,married,0
56,31535,32504,607,2,0,7,10,2518.71,0.958,car,mortgage,high_school,single,1
65,50514,33468,454,21,1,9,5,195.84,0.047,debt_consolidation,mortgage,high_school,married,1
40,68301,17494,656,37,0,8,7,413.03,0.073,other,rent,master,married,0
21,82029,3273,586,17,1,12,7,2631.84,0.385,other,mortgage,bachelor,single,0
28,50493,35860,706,11,0,5,24,1521.43,0.362,other,mortgage,bachelor,divorced,0
66,12047,24851,715,30,0,12,9,316.23,0.315,home_improvement,rent,bachelor,single,1
36,56247,4061,666,38,0,13,10,1260.3,0.269,debt_consolidation,mortgage,master,married,0
34,93800,19110,667,4,0,8,18,608.11,0.078,debt_consolidation,mortgage,high_school,single,0
32,67054,18560,661,28,0,2,24,3673.62,0.657,car,rent,high_school,divorced,0
71,65910,7358,600,35,1,3,13,891.41,0.162,debt_consolidation,rent,master,divorced,0
43,33424,19177,606,13,1,8,10,660.4,0.237,education,rent,master,single,1
35,30858,28274,742,17,1,9,2,2542.06,0.989,small_business,own,master,single,1
48,60451,11445,701,6,0,10,0,2135.46,0.424,debt_consolidation,rent,bachelor,married,0
54,24340,29499,664,22,0,8,27,2346.14,1.157,debt_consolidation,rent,high_school,single,1
22,79534,500,692,32,0,4,26,1800.2,0.272,other,rent,phd,married,0
52,38833,41619,645,15,0,13,20,1921.96,0.594,debt_consolidation,rent,bachelor,divorced,1
43,59383,15688,662,36,0,6,22,3137.31,0.634,debt_consolidation,rent,high_school,married,0
42,12855,27876,691,24,0,11,2,957.7,0.894,debt_consolidation,mortgage,bachelor,married,1
71,50154,17623,504,8,0,5,8,1646.46,0.394,debt_consolidation,rent,high_school,single,1
45,30353,5117,713,27,0,12,0,3835.52,1.516,debt_consolidation,own,high_school,divorced,1
42,8000,14563,708,8,1,4,21,840.94,1.261,debt_consolidation,own,high_school,single,1
42,73546,500,595,11,0,9,11,1245.72,0.203,debt_consolidation,mortgage,high_school,single,0
69,101028,23260,737,17,0,10,11,847.11,0.101,home_improvement,own,high_school,married,0
72,88236,17325,494,26,0,3,5,179.93,0.024,debt_consolidation,mortgage,high_school,married,0
62,77042,12701,674,25,2,1,29,1152.34,0.179,debt_consolidation,mortgage,high_school,married,0
26,49646,24032,652,25,0,13,28,281.22,0.068,medical,rent,high_school,married,1
35,80147,15450,628,9,0,7,7,703.27,0.105,home_improvement,rent,high_school,married,0
74,90596,22281,651,16,0,10,28,1514.46,0.201,debt_consolidation,rent,high_school,single,0
63,63420,26547,690,31,0,8,2,180.81,0.034,medical,rent,bachelor,married,0
57,30390,8409,523,23,0,11,27,3036.53,1.199,debt_consolidation,mortgage,bachelor,single,1
53,47515,4975,720,7,0,13,20,3202.8,0.809,debt_consolidation,rent,high_school,single,1
28,102567,500,621,29,0,3,10,1704.51,0.199,other,rent,high_school,married,0
73,58131,16470,721,25,1,3,25,3940.2,0.813,debt_consolidation,own,phd,divorced,0
64,8000,20425,695,23,0,14,10,2748.08,4.122,medical,mortgage,bachelor,married,1
64,23276,500,619,26,0,6,4,3000.51,1.547,small_business,mortgage,bachelor,single,1
25,49388,32044,644,14,0,2,23,849.97,0.207,debt_consolidation,rent,bachelor,married,1
59,85895,5131,648,27,1,6,6,3366.01,0.47,debt_consolidation,own,high_school,divorced,0
24,53171,500,762,10,0,5,18,3785.68,0.854,debt_consolidation,rent,bachelor,single,0
26,86360,32937,570,38,0,14,6,1021.61,0.142,debt_consolidation,mortgage,bachelor,single,0
65,46845,500,619,1,0,7,9,2777.21,0.711,other,mortgage,bachelor,single,1
52,10892,26570,539,8,0,9,7,3013.07,3.319,debt_consolidation,rent,bachelor,single,1
72,47710,23653,658,22,0,9,20,1290.16,0.324,debt_consolidation,own,master,single,1
50,68623,18834,606,32,0,1,26,1952.54,0.341,home_improvement,rent,bachelor,married,0
67,66548,8726,614,18,0,7,20,480.4,0.087,debt_consolidation,own,high_school,married,0
55,28622,21033,753,12,0,3,29,775.07,0.325,debt_consolidation,mortgage,high_school,married,1
60,51220,27581,592,13,0,4,13,340.13,0.08,debt_consolidation,mortgage,high_school,widowed,0
72,127116,3170,638,31,0,2,26,2284.65,0.216,small_business,other,high_school,married,0
36,29168,26716,617,21,0,1,0,2538.53,1.044,debt_consolidation,mortgage,bachelor,single,1
33,76518,26170,622,19,0,10,12,3672.87,0.576,debt_consolidation,mortgage,high_school,married,0
70,8000,18516,844,32,0,14,23,2214.52,3.321,debt_consolidation,rent,phd,divorced,1
62,81594,8544,528,4,0,3,28,1116.38,0.164,home_improvement,own,bachelor,single,0
50,37691,26225,695,19,0,10,5,331.95,0.106,debt_consolidation,mortgage,bachelor,single,1
39,70052,21099,819,13,0,9,5,3551.32,0.608,debt_consolidation,own,high_school,married,0
37,27711,2808,725,26,0,1,20,1967.55,0.852,home_improvement,own,high_school,single,1
39,67271,10591,653,25,0,3,4,2975.56,0.531,home_improvement,rent,master,married,0
48,37283,24828,567,31,0,11,29,157.13,0.051,debt_consolidation,mortgage,bachelor,single,1
46,42123,16374,741,29,1,5,2,2003.74,0.571,small_business,own,high_school,married,1
57,71049,28031,715,26,1,3,11,1370.32,0.231,debt_consolidation,mortgage,master,married,0
46,49240,10900,542,25,1,4,14,218.29,0.053,education,mortgage,high_school,single,1
73,69509,3001,627,17,2,4,2,3125.12,0.54,home_improvement,rent,bachelor,single,0
43,55228,41323,565,22,0,1,15,2100.32,0.456,medical,rent,other,single,0
29,61687,500,449,23,0,6,17,1399.4,0.272,home_improvement,mortgage,high_school,married,0
32,71127,9001,563,3,0,11,8,3242.61,0.547,debt_consolidation,mortgage,bachelor,married,0
73,51249,18356,657,2,0,12,7,1843.0,0.432,small_business,rent,phd,married,0
21,35098,26833,690,29,0,7,10,113.64,0.039,small_business,rent,high_school,single,1
21,46692,22757,627,15,1,12,2,3783.35,0.972,other,mortgage,master,married,1
67,89878,42735,746,6,1,7,4,1097.16,0.146,debt_consolidation,own,bachelor,single,0
54,62904,13588,722,38,0,13,9,3339.24,0.637,home_improvement,mortgage,master,single,0
52,38877,4524,641,21,0,6,4,3284.02,1.014,home_improvement,own,high_school,single,1
74,70039,12363,632,30,0,7,7,733.26,0.126,car,rent,other,married,0
68,71707,11160,676,12,0,14,5,1948.61,0.326,other,own,bachelor,married,0
45,72999,14180,648,28,0,3,22,256.78,0.042,home_improvement,mortgage,bachelor,single,0
60,35554,3210,550,27,0,5,20,1482.75,0.5,car,own,master,married,1
65,42940,24408,629,18,1,14,15,2950.82,0.825,debt_consolidation,mortgage,bachelor,married,1
73,43079,19449,696,22,1,14,11,1024.57,0.285,debt_consolidation,rent,high_school,married,1
21,50983,500,742,7,0,7,16,556.8,0.131,debt_consolidation,own,high_school,widowed,0
36,73472,26616,717,24,0,10,7,2077.78,0.339,debt_consolidation,mortgage,high_school,married,0
59,67404,5262,673,37,1,5,3,2194.25,0.391,debt_consolidation,rent,bachelor,married,0
25,69380,806,752,37,2,14,20,2735.73,0.473,debt_consolidation,rent,master,single,0
42,93850,16047,679,34,0,10,16,3060.64,0.391,home_improvement,rent,bachelor,single,0
49,77222,500,643,25,1,2,2,2813.66,0.437,home_improvement,mortgage,bachelor,married,0
23,56454,22074,753,2,0,6,17,3397.11,0.722,small_business,mortgage,master,divorced,0
32,30402,500,700,1,0,7,15,969.34,0.383,home_improvement,mortgage,high_school,single,1
46,42136,2647,741,4,1,11,27,2322.09,0.661,home_improvement,rent,bachelor,married,1
36,53457,33901,566,19,0,2,1,1504.37,0.338,debt_consolidation,rent,high_school,single,0
71,80728,6760,589,11,0,10,12,3852.24,0.573,medical,rent,high_school,widowed,0
57,59316,8860,592,37,1,8,0,1817.09,0.368,debt_consolidation,mortgage,bachelor,divorced,0
42,43595,30283,662,15,0,5,21,3842.88,1.058,other,other,high_school,single,1
49,41677,5485,777,36,0,11,23,3099.36,0.892,home_improvement,own,high_school,married,1
34,58260,24161,570,37,2,8,2,2902.01,0.598,debt_consolidation,rent,bachelor,married,0
48,82249,29090,713,35,0,3,0,2017.1,0.294,debt_consolidation,mortgage,bachelor,single,0
25,99775,20742,565,28,0,2,29,1829.17,0.22,debt_consolidation,mortgage,bachelor,single,0
67,54855,500,798,34,0,7,25,2153.54,0.471,debt_consolidation,rent,other,single,0
69,58881,7752,538,36,0,5,1,1245.17,0.254,debt_consolidation,other,bachelor,married,0
50,29651,47563,701,20,0,5,18,3627.59,1.468,home_improvement,rent,bachelor,single,1
66,108479,9113,711,20,0,13,21,3197.89,0.354,debt_consolidation,mortgage,bachelor,married,0
72,24974,50835,693,27,0,8,29,3225.44,1.55,car,mortgage,bachelor,divorced,1
25,89291,35507,588,5,1,13,2,1789.3,0.24,medical,rent,high_school,single,0
32,50866,21228,576,19,0,9,24,377.25,0.089,home_improvement,rent,bachelor,married,0
36,45015,18566,739,35,0,14,27,2764.0,0.737,debt_consolidation,rent,high_school,married,1
46,32249,9422,723,12,1,8,0,1560.21,0.581,debt_consolidation,rent,high_school,divorced,1
46,120251,13933,722,39,0,10,22,3494.68,0.349,debt_consolidation,rent,bachelor,married,0
